Nom Text,Latin Translation
吱 亟 别 𠳒,chê chẳng biết lời
渃 𤄯 創 𤄯,nước trong sáng trong
於 𥪝 於 𥪞 於 中,ở trong ở trong ở trong
𣎃 𠄼 𪱚 𠄼 𣈜 𣎃 𢆥 𣈜 𪱚 𢆥 𣈜 𪱚 𢆥 𣈗 𪱚 𢆥 𣎃 𠄼 𢆥 𫢩 𣎃 𠄼 𢆥 外 𢆥 耒,tháng năm tháng năm ngày tháng năm ngày tháng năm ngày tháng năm ngày tháng năm tháng năm năm nay tháng năm năm ngoái năm rồi
次 𠄼 𠄼 𨑮 𠄼 同,thứ năm năm mươi năm đồng
吱 浪 生 拱 𠊛 𢜗 筭,chê rằng sinh cũng người vụng toan
油 沛 准 机 䦕,dù phải chốn cơ quan
别 塘 兵 法 𫽄 塘 包 容,biết đường binh pháp chẳng đường bao dung
時 仃 群 於 工,thời đừng còn ở công
𠇮 渚 别 女 𢚸 爫 牢,mình chưa biết nữa lòng làm sao
𧗱 浪 群 𡮇 志 高,về rằng còn chút chí cao
侯 羕 𧘇 敢 𠓨,hầu dường ấy dám vào
𠳒 些 吏 𠳚 𧗱,lời ta lại gửi về
浪 科 試 拱 㐌 掑 𨍦 𨉞,rằng khoa thi cũng đã kề sau lưng
辞 童 吏 移 真,từ đồng lại rời chân
丿 戈 縣 勇 㐌 𧵆 营,phút qua huyện dũng đã gần dinh
𨀈 𠓨 𨍦 𫏾 踈 生,bước vào sau trước thưa sinh
𠳒 達 恨 群 停 渚 涓,lời đạt giận còn giành chứa quên
払 生 自 𧘇 𠵌 信,chàng sinh tự ấy nghe tin
時 停 心 事 強 專 學 行,thời đành tâm sự càng chuyên học hành
𣌋 於 帝 𢭗 𠇮,sớm ở đấy nương mình
國 忠 陳 氏 阮 氏 阮 誠 陳 誠 黎 誠 笵 誠 黃 黃 潘 武 武,quốc trung trần thị nguyễn thị nguyễn thành trần thành lê thành phạm thành huỳnh hoàng phan vũ võ
吀 柴 拠 𫥨 保 廊 重 朱 𤾓 貫,Xin thầy cứ ra bảo làng trọng cho trăm quan
底 𡥵 𠫾 摸 𠮩 空 特 辰 𠇮 𡥵 𠺥 罪 朱 奇 廊,Để con đi mò nếu không được thì mình con chịu tội cho cả làng
翁 布 𧡊 昆 呐 𦓡 活 𡗋,Ông bố thấy con nói mà hoạt lắm
𢪀 䏾 浪,Nghĩ bụng rằng
些 此 𦖑 𪨅 𡥵 䀡 牢,Ta thử nghe trẻ con xem sao
買 打 料 𫥨 認 䀡 廊,Mới đánh liều ra nhận xem làng
爫 詞 甘 結,Làm tờ cam kết
𨑻 𧗱 保 𡥵 𠫾,Đem về bảo con đi
瓊 認 保 布 枚 𫥨 京 都 𣌋 底,Quỳnh nhận bảo bố mai ra kinh đô sớm để
𣌋 𣈕 巾 𢶒 粓 捻 𠄩 布 𡥵 搏 𫥨 河 內,sớm mai khăng gói cơm nắm hai bố con vác ra Hà Nội
𢱖 羝,Mua dê
旦 尼 瓊 呐 買 布 𠫾 𢵋 羅 𠳨 䀡 𣋚 芾 𤤰 御 制 鋪,Đến nơi Quỳnh nói với bố đi đô là hỏi xem hôm nào vua ngự chế phố
𠳨 特 耒,Hỏi được rồi
旦 𣋚 𤤰 御,Đến hôm vua ngự
瓊 𠖰 寔 𣌋,Quỳnh dậy thật sớm
吝 𡎴 東 𦣰 直,Lẩn cổng Đông nằm chực
待 旦 午 𦖑 㗂 呼 喝,Đợi đến ngọ nghe tiếng hò hét
車 馭 官 軍 𠫾 赤 𨕭 𡎴,Xe ngựa quan quân đi xich trên cổng
瓊 連 哭 呱 𨖲,Quỳnh liền khóc oà lên
𣃣 𣅶 車 驾 𤤰 𠫾 旦,Vừa lúc xa giá vua đi đến
𦖑 㗂 𪨅 哭 𦓡 空 𧡊 𠊛,Nghe tiếng trẻ khóc mà không thấy người
差 𪜯 尋 辰 扒 瓊 於 𡎴 𨖲,Sai lính tìm thì bắt Quỳnh ở cổng lên
𤤰 𠳨 爫 牢 眉 𡎴,Vua hỏi làm sao mày cổng
瓊 假 格 空 别 𤤰,Quỳnh giả cách không biết vua
呐 浪,nói rằng
疎 翁 碎 𧡊 冬 車 馭 𢜝 𣩂 撤,Thưa ông tôi thấy đông xe ngựa sợ chết tiệt
朱 𢧚 碎 𨁎 𡎴,Cho nên tôi choành cổng
𤤰 𠳨 爫 牢 眉 哭,Vua hỏi làm sao mày khóc
疎 翁 媄 碎 𣩂 㐌 𠀧 𢆥 𫢩,Thưa ông mẹ tôi chết đã ba năm nay
牢 買 空 𧡊 布 碎 𤯰 底 𥙩 㛪 揞,Sao mãi không thấy bố tôi đẻ để lấy em ẵm
𢧚 碎 哭,Nên tôi khóc
𤤰 保 𡭬 尼,Vua bảo bé này
弹 翁 芇 吏 𤯰,đàn ông nào lại đẻ
瓊 呐,Quỳnh nói
疎 翁 買 耒 碎 𧡊 𤤰 飭 𥙩 羝 特 𦍺,Thưa ông mới rồi tôi thấy vua sức lấy dê đực chửa
碎 想 羝 特 𦍺 辰 布 碎 拱 𤯰 特,Tôi tưởng dê đực chửa thì bố tôi cũng đẻ được
𤤰 吧 各 官 弼 唭,Vua va các quan bặt cười
别 𣦍 浪 侈 𡥵 𪨅 尼 必 𠊛 才 應 𠓨 𡾵 𬁖 意,Biết ngay rằng đứa con trẻ này tất người tài ứng vào ngôi sao ấy
連 賞 朱 吧 判 浪,Liên thưởng cho và phán rằng
赦 朱 民 廊 空 沛 納 羝 女,Tha cho dân làng không phải nộp dê nữa
綡 特 享 空 𤾓 貫,lương được hưởng không trăm quan
麻 浽 㗂 狀 自 芇,Mà nổi tiếng trạng từ nào
𣅶 翁 瓊 学 路,Lúc ông Quỳnh học lộ
茹 𧹅 沛 旦 殿 崇 吀 𦓿 𢩵,nhà nghèo phải đến đền Sồng xin cấy rẽ
瓊 懇 吧 吀 阴 阳 䀡 主 順 𥙩 㭲 咍 𥙩 䓂,Quỳnh khấn và xin âm dương xem chúa thuận lấy góc hay lấy ngọn
吝 頭 主 順 𥙩 䓂,Lần đầu chúa thuận lấy ngọn
辰 種 仍 𧃷 矩,Thì trồng những khoai củ
旦 𣅶 特 咹 瓊 𥙩 㭲 群 䓂 吧 𦀊 納 主,đến lúc được ăn Quỳnh lấy gốc còn ngọn và tơ nộp chúa
吝 次 𠄩 吏 吀 阴 阳 主 順 𥙩 㭲 底 䓂 朱 瓊,Lần thứ hai lại xin âm dương chúa thuận lấy gốc để ngọn cho Quỳnh
辰 瓊 穭 旦 割,Thì Quỳnh lúa đến gặt
花 𧊉 帝 聘 排 奴 堆,hoa bướm đấy sánh bày no đôi
庒 𠲖 阁 鳯 楼 𦥄,chẳng e các phượng lâu đài
体 花 時 旦 埃 才 禁 垠,thấy hoa thì đến ai tài cấm ngăn
𧊉 浪 𢆥 𣎃 春,bướm rằng năm tháng xuân
咹 制 朱 妥 買 㝹,ăn chơi cho thoả mấy nao
吏 低 𠳨 客 桃,lại đây hỏi khách đào
群 空 台 㐌 尼 芇 称 斤,còn không hay đã nơi nào xứng cân
他 鄕 及 客 故 人,tha hương gặp khách cố nhân
暫 𢚸 𪨀 𢪀 眞 世 芇,tạm lòng chút nghĩ chân thế nào
闭 𫢩 永 仍 渴 嗃,bấy nay vắng những khát khao
悲 徐 情 𢪀 爫 牢 咳 情,bây giờ tình nghĩ làm sao hỡi tình
計 之 𨖲 托 𫴋 京,kể chi lên thác xuống gềnh
産 低 深 别 冲 𣛟 芇,sản đây thăm biết trong xanh nào
花 浪 計 准 清 台,hoa rằng kể chốn thanh thơi
𢝙 平 会 蓬 萊 㗂,vui bằng hội bồng lai tiếng
一 冲 渃 上 源,nhất trong nước thượng nguyên
群 固 㗂 𥒥 強 之 之,còn có tiếng đá càng chi chi
𠲢 𠹚 唐 笘 边 坡,đáu von đường xóm bên bờ
桃 群 待 柳 包 徐 朱 衝,đào còn đợi liễu bao giờ cho xong
疎 𦋦 𠀲 𨔍 𨓡,thưa ra đứa lạ lùng
疎 𦋦 芇 别 浪 𢚸 固 𦖑,thưa ra nào biết rằng lòng có nghe
於 低 仍 𡶀 拱 溪,ở đây những núi cùng khe
眞 参 䏾 𥒥 㗂 蟡 哙 愁,chân tham bụng đá tiếng ve gọi sầu
𠊚 如 阁 鳯 竜 楼,người như gác phượng long lâu
少 之 卿 相 公 侯 每 尼,thiếu gì khanh tướng công hầu mội nơi
𠊚 如 𩄲 𡧲 𡗶,người như mây giữa trời
碎 如 𤌋 敢 制 度 芇,tôi như khói giám chơi đọ nào
𧊉 浪 唉 客 𦟐 桃,bướm rằng hỡi khách má đào
尼 弄 底 搭 𠓨 朱 埃,này loàn để đắp vào cho ai
催 推 低 㐌 别 耒,thôi thôi đây đã biết rồi
包 徐 少 仉 𨕭 𠁀 才 花,bao giờ thiếu kẻ trên đời tài hoa
埃 喂 買 油 麻,ai ơi mấy du mà
強 攄 𡗋 強 𫅷 失 緣,càng so lắm càng già thất duyên
𨕭 𡽫 徐 式 修 仙,trên non từ thức tu tiên
玄 光 修 𫢋 於 边 厨,huyên quang tu phật ở bên chùa
中 間 群 景 眞,trung gian còn cảnh chân
蹺 隊 女 𡗋 工 夫 埃 𡊰,theo đòi nữa lắm công phu ai đền
平 志 立 辰 𢧚,bình chí lập thời nên
修 縁 秦 晋 安 草 花,tu duyên tần tấn yên thảo hoa
花 浪 𣈙 呐 戈,hoa rằng rầy nói qua
拱 曾 㐌 别 𧵆 賖 每 塘,cũng từng đã biết gần xa mọi đường
𠬠 縁 𤊰 焒 香,một duyên bén lửa hương
朱 停 買 几 雪 霜 别 共,cho đành mấy kẻ tuyết sương biết cùng
仍 恩 怨 庒 衝,những ân oán chẳng xung
妥 𢞂 埃 别 朱 𢚸 尼 諸,thoả buồn ai biết cho lòng này chưa
魂 梅 迷 水 失,hồn mai mê thuỷ thất
催 信 螉 𧊉 吏 書 晋 秦,thôi tin ong bướm lại thư tấn tần
強 𠹚 強 𠬠 吝 巾,càng van càng một lần khân
𨑮 分 牢 𠬠 分 扒 朱,mười phần sao một phần bớt cho
呐 𦋦 𤏣 吏 𢢆 殊,nói ra tỏ lại thẹn thò
淹 𦋦 辰 𢜝 咮 𢗼 㗂 沁,êm ra thì sợ chua lừa tiếng tăm
拯 傷 兑 仍,chẳng thương đoái những
絲 𠃩 曲 如 紆,tơ chín khúc như vò
𧊉 浪 沛 呐 𡮈,bướm rằng phải nói nhỏ
固 如 𣷭 麻 𨃝 濃 溇,có như bể mà giò nông sâu
襖 𥹰 拯 默 拱 艚,áo lâu chẳng mặc cũng tầu
花 箕 買 特 牟 縁 庒,hoa kia mãi được màu duyên chăng
㐌 迻 緣 細 閣 藤,đã đưa duyên tới các đằng
𪀄 群 想 𩙌 𥉫 𦝄 矧 徐,chim còn tưởng gió trông trăng thẩn thờ
當 干 渃,đương cơn nước
㯲 樔 待 别 包 𣉹 朱 冲,cấm sào đợi biết bao giờ cho trong
悴 情 㤕 仍 𪨅 中,chút tình xót những trẻ trung
牢 娘 於 准 林 穷 閉 吟,sao nàng ở chốn lâm cùng bấy ngâm
𢝙 制 𡶀 花 林,vui chơi núi hoa lâm
客 塵 𠇍 几 别 尼 開 塘,khách trần mấy kẻ biết nơi khai đường
翁 窖 訴 詳,ông khéo tỏ tường
麻 些 典 貝 娘 結 縁,mà ta đến với nàng kết duyên
花 浪 别 准 林 泉,hoa rằng biết chốn lâm tuyền
清 台 趣 味 塵 緣 恪,thanh thơi thú vị trần duyên khác
𡗶 撑 𣱾 𣱾 𦝄 冲,trời xanh leo lẻo trăng trong
俸 干 𩙌 同 同 細 尼,bổng cơn gió đùng đùng tới nơi
幅 幀 埃 窖 撝,bức tranh ai khéo vời
㗂 𦝄 花 窖 𫃚 𠊚 如 空,tiếng trăng hoa khéo buộc người như không
摱 芒 丐 㗂 𦟐 紅,mượn mang cái tiếng má hồng
𢚁 才 𢚁 色 英 雄 約 𬇚,cậy tài cậy sắc anh hùng ước ao
𡨸 情 想 𢖵 别 包,chữ tình tưởng nhớ biết bao
爫 沖 少 惱 渴 滈 𢚸 塵,làm trong thiểu não khát khao lòng trần
𢖵 埃 群 固 欺 寅,nhớ ai còn có khi giần
𢖵 情 别 𠇍 分 果 𢣧,nhớ tình biết mấy phần khoả khuây
紅 買 曾,hồng mãi từng
妬 埃 愁 尼 朱 𦋦,đố ai sầu này cho ra
固 𣎀 𡎢 䏾 𦝄 斜,có đêm ngồi bóng trăng tà
𣋀 枚 侯 木 㗂 𪃿 噲,sao mai hầu mọc tiếng gà gọi
𤇊 𤇊 清,bầng bầng thanh
吏 添 猿 边,lại thêm vượn bên
𪟂 吒 丐 女 傾 城,chém cha cái nợ khuynh thành
仍 㗂 默 名 𨕭 𠁀,những tiếng mắc danh trên đời
責 縁 𡲤 吏 恨 𠁀,trách duyên vả lại giận đời
㗂 埃 窖 達 仍 𠳒 𧊉 螉,tiếng ai khéo đặt những lời bướm ông
滝 渃 沚 堆 𣳔,sông nước chảy đôi dòng
别 麻 𨃝 特 𢚸 朱 當,biết mà giò được lòng cho đang
𧊉 浪 𧡊 呐 添 強,bướm rằng thấy nói thêm càng
想 𨉓 麻 吏 𢖵 傷 旦 𠊚,tưởng mình mà lại nhớ thương đến người
紅 顔 易 𠇍 𨕭 𡗶,hồng nhan rễ mấy trên trời
花 𦹳 曾 課 𠊚 𨔈 固 辰,hoa thơm từng thuở người chơi có thì
仍 調 𦝄 𩙌 計 之,những điều trăng gió kể chi
賖 𥸷 乙 拱 固 欺 吏 𧵆,xa xôi ắt cũng có khi lại gần
玉 珠 𠸗 結 鄧 春,ngọc châu xưa kết đặng xuân
紅 娘 吀 焒 吝 麻 𢧚,hồng nương xin lửa lần mà nên
尾 之 堆 𡦂 情 縁,vẽ chi đôi chữ tình duyên
𢱖 功 香 焒 添 煩 𢚸,mua công hương lửa thêm phiền lòng
𢪀 牢 朱 院 朱 𧷺,nghĩ sao cho vẹn cho tròn
矯 麻 𢢆 買 渃 𡽫 牢 停,kẻo mà thẹn mấy nước non sao đành
困 𫢩 㐌 願 貝 情,khốn nay đã nguyện với tình
芇 埃 負 義 三 生 油 麻,nào ai phụ nghĩa tam sinh du mà
決 𢚸 細 景 探 花,quyết lòng tới cảnh thăm hoa
庒 修 固 典 廛 𫅷 爫 之,chẳng tu có đến chiền già làm chi
外 秦 晋 狹 之,ngoài tần tấn hẹp gì
芇 𢚸 廣 大 慈 悲 芇,nào lòng quảng đại từ bi nào
船 漁 細 准 洞 桃,thuyền ngư tới chốn động đào
補 功 哏 咘 約 閉,bõ công gắn bó ước bấy
花 浪 𩙌 動 霜 𠖤,hoa rằng gió động sương bay
㐌 𠇮 典 准 尼 朱 安,đã mình đến chốn này cho yên
俸 埃 窖 吹 𢧚,bỗng ai khéo xui nên
信 螉 使 蝶 吏 添 絆 𢚸,tin ong sứ điệp lại thêm bận lòng
群 打 買 拯 冲,còn đánh mãi chẳng trong
寔 𢝙 固 打 特 庄 咳 煩,thực vui có đánh được chăng hỡi phiền
𧊉 浪 咳 客 婵 娟,bướm rằng hỡi khách thuyền quyên
㐌 冲 如 這 染 之 麻,đã trong như giá nhuộm chi mà
𨀈 𠓨 𥪝 准 園 花,bước vào trong chốn vườn hoa
庒 𦹳 拱 𢲨 梗 制,chẳng thơm cũng hái cành chơi
䀡 浪 默 客 𨕭 𠁀,xem rằng mặc khách trên đời
底 停 芒 㗂 𦋦 𠊚 冬 迻,để đành mang tiếng ra người đong đưa
決 如 妸 𢬣 𫅷,quyết như ả tay già
採 𣋀 轉 特 呐 麻 潘,hái sao chuyển được nói mà phan
花 浪 䏾 月 漏 漏,hoa rằng bóng nguyệt lầu lầu
俸 埃 律 愁 如 空,bỗng ai rút sầu như không
埃 监 吘 事 𢚸,ai giám ngỏ sự lòng
雪 霜 停 冷 𣼰 𣎀 冬,tuyết sương đành lạnh lùng đêm đông
尾 之 幅 謹 封,vẽ chi bức cẩn phong
𠸠 初 庒 可 朱 衝 默 𠊚,ví xưa chẳng khá cho xong mặc người
庒 𦖑 𦋦 拱 呢 𠳒,chẳng nghe ra cũng nể lời
𡦂 縁 𢧚 妬 㗂 唭 在 埃,chữ duyên nên đố tiếng cười tại ai
𧊉 浪 催 渚 甚 𠳒,bướm rằng thôi chớ rậm lời
人 生 𢼂 於 𨕭 𠁀 終,nhân sinh số ở trên đời chung
𠳨 制 群 大 𨔍 𨓡,hỏi chơi còn đại lạ lùng
𠬠 低 𠬠 帝 恪 𢚸 之 庒,một đây một đấy khác lòng chi chăng
才 情 特 𠇍 妸 姮,tài tình được mấy ả hàng
女 芇 底 客 𦝄 待 徐,nỡ nào để khách trăng đợi chờ
𠰚 情 𢧚 沛 尽 辞,nể tình nên phải tận từ
秦 低 晋 帝 包 𣉹 朱 𢧚,tần đây tấn đấy bao giờ cho nên
悲 𣉹 滝 浪 渃 安,bây giờ sông rằng nước yên
巢 箕 㐌 𨔾 朱 船 𨖅 渚,sào kia đã chở cho thuyền sang chưa
戾 欺 声 氣 弭 恒,lệ khi thanh khí nhẹ hằng
𦝄 箕 缺 怒 埃 扛 朱 𦋦,trăng kia khuyết nọ ai giằng cho ra
腰 𣘃 𢧚 沛 花,yêu cây nên phải hoa
為 情 𢧚 沛 𠓨 𦋦 買 情,vì tình nên phải vào ra mấy tình
潮 𨖲 㳥 渃 竜 冷,chiều lên sóng nước long lạnh
花 𦹳 嗷 𠯪 𦲿 撑 夷 夷,hoa thơm ngào ngạt lá xanh dì dì
𠦳 𢆥 碑 𥒥 鑿 𥱬,nghìn năm bia đá tạc ghi
仍 𠳒 𦝄 𩙌 折 之 燕,những lời trăng gió chết gì én
𠳒 誓 群 妬 停 停,lời thề còn đó rành rành
油 埃 单 泊 虎 𨕭 堆,dù ai đơn bạc hổ trên đôi
花 浪 催 吏 𤑟 𤉜,hoa rằng thôi lại rõ ràng
㗂 窖 訴 𨕭 梗 固 花,tiếng khéo tỏ trên ngành có hoa
㐌 修 固 𢪀 之 賖,đã tu có nghĩ gì xa
牢 麻 㗂 𦝄 花 此 情,sao mà tiếng trăng hoa thử tình
永 𦖑 边 梗,vẳng nghe bên ngành
𥉫 𫥨 柳 㐌 萌 拂 坡,trông ra liễu đã mành phất phơ
焒 香 窖 𨤧 情 期,lửa hương khéo nhẽ tình kỳ
䀡 厨 清 永 空 師 修 行,xem chùa thanh vắng không sư tu hành
於 低 岌 𡹞,ở đây gập gềnh
客 情 固 𬺗 船 情 尼 空,khách tình có xuống thuyền tình này không
咍 群 想 𢖵 𡽫 蓬,hay còn tưởng nhớ non bồng
樁 嘹 竹 化 紅 清 台,thông reo trúc hoá hồng thanh chơi
咍 㐌 願 固 尼,hay đã nguyện có nơi
船 只 待 徐 𠊚 情 鍾,thuyền chỉ đợi chờ người tình chung
花 浪 芇 固 𨔍 𨓡,hoa rằng nào có lạ lùng
𢪀 浪 𢚸 㐌 别 𢚸 辰 催,nghĩ rằng lòng đã biết lòng thì thôi
埃 𪫢 吏 庒 信 𠳒,ai ngờ lại chẳng tin lời
塵 𠇍 几 别 𠊚 知 音,trần mấy kẻ biết người tri âm
固 縁 如 果 味,có duyên như quả mùi
空 縁 如 𦑃 花 涞 𡧲 塘,không duyên như cánh hoa rơi giữa đường
意 浪 埃 拱 㗂 鍾,ấy rằng ai cũng tiếng chuông
渚 誇 才 色 捤 摓 爫 之,chớ khoe tài sắc vẫy vùng làm chi
𧊉 浪 惵 意 順 情,bướm rằng đẹp ý thuận tình
唒 肝 鉄 𥒥 拱 停 朱 衝,dẫu gan sắt đá cũng đành cho xong
𢧚 空 決 罕 停 空,nên không quyết hẳn đành không
事 𠇮 麻 吏 柁 𢚸 𠳨 埃,sự mình mà lại đà lòng hỏi ai
花 浪 坦 𢌌 𡗶 高,hoa rằng đất rộng trời cao
風 情 固 少 之 尼 風 情,phong tình có thiếu gì nơi phong tình
㐌 浪 牢 固 修 行,đã rằng sao có tu hành
牢 麻 𠹾 庫 芒 經 旦 厨,sao mà chịu khó mang kinh đến chùa
悴 情 仍 丐 蜉,xót tình những cái phù
𠄼 更 刻 快 𣎀 秋 吏 𠫅,năm canh khắc khoái đêm thu lại giầy
𧊉 浪 呐 吏 朱,bướm rằng nói lại cho
鳳 凰 牢 塊 細 𣘃 𥟊 垌,phượng hoàng sao khỏi tới cây ngô đồng
悲 𣉹 𢚸 㐌 别 𢚸,bây giờ lòng đã biết lòng
固 如 𣅶 𨔍 𢚸 渚 悁,có như lúc lạ lòng chưa quen
吝 戈 䏾 桂 㙴,lần qua bóng quế thềm
𢪀 𠇮 想 客 鍾 𠊛 知 音,nghĩ mình tưởng khách chung người tri âm
惜 台 花 沛 葛 淋,tiếc thay hoa phải cát lầm
𥋸 𦎛 司 馬 麻 𠰃 埃 喂,sôi gương tư mã mà nhồm ai ơi
愁 辰 埃 强 爫,sầu thời ai gượng làm
矯 欺 月 𠸍 花 唭 拯 咍,kẻo khi nguyệt mỉa hoa cười chẳng hay
花 浪 悁 㗂 渃 尼,hoa rằng quen tiếng nước này
事 情 𠬠 帝 𠬠 低 之,sự tình một đấy một đây gì
𥉫 𠊛 𥪝 揊 樸,trông người trong bức phác
女 才 價 意 當 辰 成 包,nữ tài giá ấy đáng thì thành bao
債 𠊚 宮 禁 楼 高,trách người cung cấm lâu cao
祸 𤊰 待 㤕 芇 女 催,hoạ bén được chút nào nữa thôi
居 光 㐌 𠇍 𨑗 𠁀,cư quang đã mấy trên đời
唒 花 𥉫 𧡊 拱 派 牟 紅,dẫu hoa trông thấy cũng phai mầu hồng
群 庒 客 於 𡽫 𤂧,còn chăng khách ở non bồng
顔 色 形 容 澄,nhan sắc hình dung chừng
𧊉 浪 𨖲 𠳨 宮 𦝄,bướm rằng lên hỏi cung trăng
固 欺 拱 摱 赤 绳 車 緣,có khi cũng mượn xích thằng xe duyên
𠳒 凣 𠳨 寔 客 仙,lời phàm hỏi thực khách tiên
圭 𠸜 根 原 世 芇,quê tên căn nguyên thế nào
當 干 平 地 波 濤,đương cơn bình địa ba đào
𠫾 麻 吏 尋 𠓨 旦 低,đi mà lại tìm vào đến đây
催 停 想 𩙌 𥉫 𩄲,thôi đừng tưởng gió trông mây
絲 秦 𥿗 晋 產 低 朱 耒,tơ tần chỉ tấn sẵn đây cho rồi
花 浪 呐 拯 料 𠳒,hoa rằng nói chẳng liệu lời
縁 𠊚 吏 固 縁 𡗶 㵋 𢧚,duyên người lại có duyên trời mới nên
仕 𪨀 初 𣅶 𧴤 𠸜,sẩy chút xưa lúc bói tên
准 空 辰 准 願 庒 衝,chốn không thì chốn nguyền chẳng xong
𣅶 於 默 䋥 𪀄 鴻,lúc ưa mắc lưới chim hồng
埃 咍 必 宰 别 𥪝 机 𡗶,ai hay tất tưởi biết trong cơ trời
𦎛 塵 𥙩 帝 麻 𥋸,gương trần lấy đấy mà soi
料 牢 朱 沛 𨑗 𠁀 買 饒,liệu sao cho phải trên đời mấy nhau
𧊉 浪 𦋦 之 𥹰,bướm rằng ra chi lâu
催 停 迡 𫏾 邀 𡢐 女 情,thôi đừng trì trước yêu sau nữa tình
女 牢 塊 㗂,nữa sao khỏi tiếng
決 𢚸 𣘈 鉄 底 名 𥪝 𠁀,quyết lòng son sắt để danh trong đời
香 皮 外,hương vừa ngoài
𥋷 𥉫 㐌 𧡊 𠊛 情 鍾,nhác trông đã thấy người tình chung
月 花 堆 𡨸 憹,nguyệt hoa đôi chữ nùng
庒 符 𧆄 㐌 迷 𢚸 杏 春,chẳng bùa thuốc đã mê lòng hạnh xuân
花 浪 𣷭 愛 源 恩,hoa rằng bể ái nguồn ân
計 牢 朱 掣 餒 塘 𨤮 賖,kể sao cho xiết nỗi đường dậm xa
庒 生 拱 㗂 𬁖 沙,chẳng xinh cũng tiếng sao sa
庒 𦹳 拱 世 花 㭌 艚,chẳng thơm cũng thể hoa ngưu tầu
㐌 算 用 斫 𪽋 侯,đã toan dụng chước lưu hầu
双 離 菓 𣷭 溇 坤 𨃝,song le quả bể sâu khôn giò
固 埃 别 餒 尼 朱,có ai biết nỗi này cho
𠬠 𨉓 強 𢪀 強 𢗼 添 強,một mình càng nghĩ càng lo thêm càng
責 埃 牢 拯 料 塘,trách ai sao chẳng liệu đường
𬁖 才 低 曲 江 狹 回,sao tài đây khúc giang hẹp hòi
芇 𣷭 𢌌 滝 𨱽,nào bể rộng sông dài
少 之 竜 鳳 約 願,thiếu gì long phượng ước nguyền
隻 船 杜 𣷷 容 营,chiếc thuyền đỗ bến dung dinh
徐 朱 特 客 鍾 情 𨀈 𫥨,chờ cho được khách chung tình bước ra
𧊉 浪 此 𡑰 花,bướm rằng thử vườn hoa
戈 𨔈 風 景 䀡 𫥨 世 芇,qua chơi phong cảnh xem ra thế nào
吨 低 固 客 媽 桃,đồn đây có khách má đào
